episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
41,17.0,4.803378130946419,0.615980041758546,-4.343857340382218,30.0,1.0,8,1.0,False,True,4.845862808154079,12,17.709159380834848,226.683,in_progress,0.0
41,18.0,4.865408704736178,0.6124369455901839,-4.112396693674378,-30.0,0.3333333333333333,0,1.0,False,True,5.196127358965932,12,17.709159380834848,226.75,in_progress,0.0
41,19.0,4.924083489035168,0.6099477897896107,-3.736283524336073,30.0,1.0,8,1.0,False,True,5.527446371315929,12,17.709159380834848,226.827,in_progress,0.0
41,20.0,4.986744978711298,0.607978368460059,-3.2289670831684916,30.0,1.0,8,1.0,False,True,5.881278632818458,13,17.709159380834848,226.877,in_progress,0.0
41,21.0,5.0496889042580335,0.60989298879415,-2.016000615741124,30.0,0.6666666666666666,7,1.0,False,True,6.236729556091102,13,17.709159380834848,226.946,in_progress,0.0
41,22.0,5.110650767590102,0.6195158301682624,0.719934682472482,-30.0,0.3333333333333333,0,1.0,False,True,6.580987850041217,14,17.709159380834848,227.015,in_progress,0.0
41,23.0,5.161743577442158,0.629904456181171,3.1715835879810843,0.0,0.3333333333333333,3,1.0,False,True,6.869534526546303,14,17.709159380834848,227.081,in_progress,0.0
41,24.0,5.2068031116437625,0.6380824996293671,4.523163293191049,-30.0,0.3333333333333333,0,1.0,False,True,7.1239904315097204,14,17.709159380834848,227.151,in_progress,0.0
41,25.0,5.2477411424342195,0.6436560353324348,5.056919460250176,30.0,1.0,8,1.0,False,True,7.3551686096910736,15,17.709159380834848,227.221,in_progress,0.0
41,26.0,5.29465574641159,0.649737221837058,5.497095089603302,30.0,1.0,8,1.0,False,True,7.62009613806441,15,17.709159380834848,227.278,in_progress,0.0
41,27.0,5.3453874298486195,0.6593053496099747,6.510422837317753,30.0,0.3333333333333333,6,1.0,False,True,7.906563357741993,15,17.709159380834848,227.351,in_progress,0.0
41,28.0,5.394787676596448,0.6756720232262563,9.022268696160989,-30.0,0.6666666666666666,1,1.0,False,True,8.185557890017382,16,17.709159380834848,227.412,in_progress,0.0
41,29.0,5.436984880430962,0.6901683511184288,10.822543459063393,30.0,1.0,8,1.0,False,True,8.423873577191749,16,17.709159380834848,227.485,in_progress,0.0
41,30.0,5.484207623890574,0.708163913595895,12.865240364223352,-30.0,0.3333333333333333,0,1.0,False,True,8.690714146278024,16,17.709159380834848,227.55,in_progress,0.0
41,31.0,5.531959445581452,0.7268977166629966,14.860323974559481,-30.0,0.3333333333333333,0,1.0,False,True,8.960513590729551,17,17.709159380834848,227.607,in_progress,0.0
41,32.0,5.573310666985925,0.741437264512018,16.040967379202932,-30.0,0.6666666666666666,1,1.0,False,True,9.194135498739236,17,17.709159380834848,227.679,in_progress,0.0
41,33.0,5.613241953276725,0.7538154190533759,16.22420697239073,30.0,0.6666666666666666,7,1.0,False,True,9.419019599187651,17,17.709159380834848,227.751,in_progress,0.0
41,34.0,5.656594708235857,0.765296711163079,15.913377934863208,0.0,1.0,5,0.5,False,True,9.66380270963685,17,17.709159380834848,227.815,in_progress,0.0
41,35.0,5.70563199213292,0.7807193706500429,16.177448730722205,0.0,1.0,5,0.5,False,True,9.94067797631412,18,17.709159380834848,227.885,in_progress,0.0
41,36.0,5.760598779775695,0.7974128377000004,16.271673870943278,-30.0,1.0,2,0.5,False,True,10.24828854778317,18,17.709159380834848,227.942,in_progress,0.0
41,37.0,5.822066066119546,0.8125633836199444,15.655747221039539,-30.0,0.3333333333333333,0,0.5,False,True,10.594982703667867,18,17.709159380834848,228.013,in_progress,0.0
41,38.0,5.880860071100214,0.8193509870090959,13.582076099546002,-30.0,1.0,2,0.5,False,True,10.926799765286633,19,17.709159380834848,228.084,in_progress,0.0
41,39.0,5.935814481960554,0.8202454479332809,10.729861635753116,-30.0,1.0,2,0.5,False,True,11.234195134907129,19,17.709159380834848,228.15,in_progress,0.0
41,40.0,5.992118148169876,0.8174174471544182,7.645485428988296,-30.0,0.6666666666666666,1,0.5,False,True,11.55225289529164,20,17.709159380834848,228.214,in_progress,0.0
41,41.0,6.058706294855248,0.8074040741146401,3.3058076472528857,0.0,0.6666666666666666,4,0.5,False,True,11.952683473277258,20,17.709159380834848,228.279,in_progress,0.0
41,42.0,6.112994614157306,0.7939026465745118,-0.5427026930028299,0.0,1.0,5,0.5,False,True,12.257188753746544,20,17.709159380834848,228.342,in_progress,0.0
41,43.0,6.163827536573058,0.780768361369663,-3.576278902199267,0.0,0.3333333333333333,3,0.5,False,True,12.542241507866036,21,17.709159380834848,228.414,in_progress,0.0
41,44.0,6.216277377200997,0.7644990349778036,-6.605964670457331,0.0,1.0,5,0.5,False,True,12.860966722214739,21,17.709159380834848,228.481,in_progress,0.0
41,45.0,6.257323593997138,0.7498729449821738,-8.946739320853144,30.0,0.6666666666666666,7,1.0,False,True,13.085139159139825,21,17.709159380834848,228.547,in_progress,0.0
41,46.0,6.305947122083913,0.733888877020318,-10.860540879580167,0.0,0.6666666666666666,4,1.0,False,True,13.351320269663097,22,17.709159380834848,228.617,in_progress,0.0
41,47.0,6.351214901426117,0.7222302068065901,-11.51472090516343,0.0,0.6666666666666666,4,1.0,False,True,13.600632628283826,22,17.709159380834848,228.674,in_progress,0.0
41,48.0,6.393933388120944,0.7125150244980349,-11.787753159148087,30.0,0.3333333333333333,6,1.0,False,True,13.839379160373216,22,17.709159380834848,228.736,in_progress,0.0
41,49.0,6.433455402425,0.7048918508962386,-11.670110957809325,0.0,0.6666666666666666,4,1.0,False,True,14.054666451837505,23,17.709159380834848,228.816,in_progress,0.0
41,50.0,6.471489339253792,0.6972292616604048,-11.681842124035061,0.0,0.3333333333333333,3,1.0,False,True,14.26159814186021,23,17.709159380834848,228.879,in_progress,0.0
41,51.0,6.508895089849255,0.6897217945027034,-11.653038023776977,30.0,0.6666666666666666,7,1.0,False,True,14.45167788714396,23,17.709159380834848,228.942,in_progress,0.0
41,52.0,6.549717024101507,0.682989375896401,-11.307300574478067,30.0,1.0,8,1.0,False,True,14.636310232763334,23,17.709159380834848,229.013,in_progress,0.0
41,53.0,6.603633646895502,0.6811791965607905,-9.235894070934062,-30.0,1.0,2,1.0,False,True,14.920245613713877,24,17.709159380834848,229.084,in_progress,0.0
41,54.0,6.671719628421323,0.680694061287704,-6.908752637493847,0.0,1.0,5,0.5,False,True,15.282163229183432,24,17.709159380834848,229.146,in_progress,0.0
41,55.0,6.7341976377803805,0.6770766026911185,-6.034349923821981,0.0,1.0,5,0.5,False,True,15.492655233304731,24,17.709159380834848,229.211,in_progress,0.0
41,56.0,6.800149118502798,0.6739199834264447,-5.197591615350385,30.0,0.6666666666666666,7,0.5,False,True,15.80943834290241,25,17.709159380834848,229.28,in_progress,0.0
41,57.0,6.862815306218202,0.6757162156854042,-3.508198922091818,30.0,0.6666666666666666,7,0.5,False,True,16.12360556876155,25,17.709159380834848,229.344,in_progress,0.0
41,58.0,6.923898687977986,0.6837223509618067,-0.8317848068660422,30.0,0.6666666666666666,7,0.1,False,True,16.333515532968,25,17.709159380834848,229.412,in_progress,0.0
41,59.0,6.973591897684502,0.6956547351673403,2.142511235756503,-30.0,0.6666666666666666,1,0.1,False,True,16.602918075838545,26,17.709159380834848,229.484,in_progress,0.0
41,60.0,7.027867706824353,0.7113590005530812,5.3714696616015845,-30.0,0.3333333333333333,0,0.1,False,True,16.905710937059443,26,17.709159380834848,229.548,in_progress,0.0
41,61.0,7.069481151758268,0.7208081122547504,7.024441879497616,0.0,1.0,5,0.1,False,True,16.99096724113075,26,17.709159380834848,229.609,in_progress,0.0
41,62.0,7.115038422499436,0.7323612940750633,8.383676729121163,0.0,1.0,5,0.1,False,True,17.17478366258498,26,17.709159380834848,229.681,in_progress,0.0
41,63.0,7.1689347607038085,0.746846433949959,9.844403085334566,30.0,1.0,8,0.1,False,True,17.456337395224875,27,17.709159380834848,229.75,in_progress,0.0
41,64.0,7.228204526631489,0.7655635529367624,11.741482064884831,0.0,0.6666666666666666,4,0.1,False,True,17.776441672027598,27,17.709159380834848,229.809,in_progress,0.0
41,65.0,7.2837244721743515,0.7873563031724866,14.205552558121905,30.0,0.6666666666666666,7,0.1,False,False,17.835294541498325,27,17.709159380834848,229.885,in_progress,0.0
41,66.0,7.333489163492476,0.8124812705866902,17.012472085851837,-30.0,0.3333333333333333,0,0.001,False,False,17.961507391627052,27,17.709159380834848,229.947,in_progress,0.0
41,67.0,7.377213781492392,0.8351543759499883,19.068810779118966,30.0,1.0,8,0.001,False,False,18.211732327122164,27,17.709159380834848,230.017,in_progress,0.0
41,68.0,7.425093774520857,0.8595351676288134,20.711821744365956,-30.0,0.6666666666666666,1,0.001,False,False,18.483713611459873,28,17.709159380834848,230.08,in_progress,0.0
41,69.0,7.473834503470587,0.8875544520795571,22.789842569368236,30.0,0.6666666666666666,7,0.001,False,False,18.682777935099836,28,17.709159380834848,230.147,in_progress,0.0
41,70.0,7.519763808413494,0.9146762986592295,24.457718484184326,-30.0,0.6666666666666666,1,0.001,False,False,18.691987303682602,28,17.709159380834848,230.198,in_progress,0.0
41,71.0,7.5606064856656605,0.9414237265749876,26.171969974141433,0.0,0.3333333333333333,3,0.001,False,False,18.936005843685084,28,17.709159380834848,230.27,in_progress,0.0
41,72.0,7.5995722741159675,0.9645160128343989,26.977968453241722,30.0,0.3333333333333333,6,0.001,False,False,19.15683478554785,29,17.709159380834848,230.345,in_progress,0.0
41,73.0,7.627380292012732,0.9831912095801114,27.94530821189111,-30.0,1.0,2,0.001,False,False,19.32526716490556,29,17.709159380834848,230.403,in_progress,0.0
41,74.0,7.657848374526158,1.0010792918418503,28.18081558999622,-30.0,0.3333333333333333,0,0.001,False,False,19.49710709098217,29,17.709159380834848,230.485,in_progress,0.0
41,75.0,7.693676697663235,1.0201663973651975,28.145003131021898,-30.0,0.6666666666666666,1,0.001,True,False,19.528594659862335,29,17.709159380834848,230.555,off_track,0.0
42,1.0,4.970668415606802,0.6838614498152552,0.0011893900099904607,-30.0,0.6666666666666666,1,0.0,False,True,0.790664197397567,13,17.709159380834848,230.676,prepare,0.0
42,2.0,4.970648403093521,0.6839376398081524,0.022039924478237015,0.0,1.0,5,1.0,False,True,0.7905513581323159,13,17.709159380834848,230.743,in_progress,0.0
42,3.0,4.979317041330793,0.6837576751771621,-0.02584048893904988,30.0,1.0,8,1.0,False,True,0.8395009859284847,13,17.709159380834848,230.816,in_progress,0.0
42,4.0,5.006385544611236,0.6811996834506636,-0.7387397677357042,0.0,0.6666666666666666,4,1.0,False,True,0.9923456578754569,13,17.709159380834848,230.878,in_progress,0.0
42,5.0,5.044389012007542,0.6802596109564262,-0.8207193998162247,0.0,0.6666666666666666,4,1.0,False,True,1.2069421473014776,13,17.709159380834848,230.949,in_progress,0.0
42,6.0,5.08699712580952,0.6798613610402104,-0.7930231415651361,-30.0,1.0,2,1.0,False,True,1.447540641707548,14,17.709159380834848,231.013,in_progress,0.0
42,7.0,5.139911288064517,0.6781170701954432,-1.0748711700837321,30.0,1.0,8,1.0,False,True,1.7463326016646783,14,17.709159380834848,231.08,in_progress,0.0
42,8.0,5.193482480817153,0.6716664177308574,-2.4002389944926095,0.0,1.0,5,1.0,False,True,2.04882882606596,14,17.709159380834848,231.142,in_progress,0.0
42,9.0,5.262618786778772,0.6650577425809346,-3.1961874064294356,-30.0,0.6666666666666666,1,1.0,False,True,2.439216114506178,15,17.709159380834848,231.215,in_progress,0.0
42,10.0,5.32453017617584,0.6583392542475435,-3.8950378839514417,30.0,0.6666666666666666,7,1.0,False,True,2.788784277079248,15,17.709159380834848,231.285,in_progress,0.0
42,11.0,5.3826277419507464,0.6489479969114158,-5.130499796806019,0.0,1.0,5,1.0,False,True,3.1168255144478936,16,17.709159380834848,231.346,in_progress,0.0
42,12.0,5.443323459568308,0.6377073819715143,-6.4651705331397045,30.0,1.0,8,1.0,False,True,3.4595332959393517,16,17.709159380834848,231.412,in_progress,0.0
